license_id,brand_name,original_ingredient,normalized_ingredient,synonyms,drugbank_id,mapped
201800790,아세크릴정(아세클로페낙),ACECLOFENAC,ACECLOFENAC,,DB06736,True
201800791,엘소펜정60밀리그램(록소프로펜나트륨수화물),LOXOPROFEN SODIUM HYDRATE,LOXOPROFEN SODIUM HYDRATE,,,False
201800792,몬텔세립4밀리그램(몬테루카스트나트륨),MONTELUKAST SODIUM,MONTELUKAST SODIUM,,DB00471,True
201800794,이지만틴정10밀리그램(메만틴염산염),MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,,DB01043,True
201800795,아르테크정10밀리그램(아토르바스타틴칼슘수화물),ATORVASTATIN CALCIUM HYDRATE,ATORVASTATIN CALCIUM HYDRATE,,,False
201800799,대한의산의료용산소,OXYGEN,OXYGEN,,DB09140,True
201800807,가로틴캡슐100밀리그램(가바펜틴),GABAPENTIN,GABAPENTIN,,DB00996,True
201800810,지무라돌세미정,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,,DB00193,True
201800811,"하나징코엠플러스정(실로스타졸, 은행엽건조엑스)",CILOSTAZOL,CILOSTAZOL,,DB01166,True
201800812,토라메이트정(토피라메이트),TOPIRAMATE,TOPIRAMATE,,DB00273,True
201800813,에이프로젠로수바스타틴칼슘정5밀리그램,ROSUVASTATIN CALCIUM MICRONIZED,ROSUVASTATIN CALCIUM MICRONIZED,,,False
201800814,에어가스코리아의료용아산화질소,NITROUS OXIDE,NITROUS OXIDE,,DB06690,True
201800820,뉴심바드정(심바스타틴),SIMVASTATIN,SIMVASTATIN,,DB00641,True
201800821,뉴발사타반정160밀리그램(발사르탄),VALSARTAN,VALSARTAN,,DB00177,True
201800822,뉴발사타반정80밀리그램(발사르탄),VALSARTAN,VALSARTAN,,DB00177,True
201800823,에스폴산주(폴산),FOLIC ACID,FOLIC ACID,,DB00158,True
201800829,젠페넴주0.5g(메로페넴수화물),MEROPENEM HYDRATE,MEROPENEM HYDRATE,,,False
201800836,이소프트캡슐,ASCORBIC ACID,ASCORBIC ACID,,DB00126,True
201800837,가비스타캡슐100밀리그램(가바펜틴),GABAPENTIN,GABAPENTIN,,DB00996,True
201800838,가비스타캡슐300밀리그램(가바펜틴),GABAPENTIN,GABAPENTIN,,DB00996,True
201800839,레스타인점안액0.05%(사이클로스포린)(1회용),CYCLOSPORINE,CYCLOSPORINE,,DB00091,True
201800845,유가인정40밀리그램(옥틸로늄브롬화물),OCTYLONIUM BROMIDE,OCTYLONIUM BROMIDE,,,False
201800860,텔카딘정40밀리그램(텔미사르탄),TELMISARTAN,TELMISARTAN,,DB00966,True
201800861,알피바스타틴정20mg(아토르바스타틴칼슘수화물),ATORVASTATIN CALCIUM HYDRATE,ATORVASTATIN CALCIUM HYDRATE,,,False
201800862,아이소펜시럽(덱시부프로펜),DEXIBUPROFEN,DEXIBUPROFEN,,DB09213,True
201800864,비티렉캡슐(포도엽건조엑스),VITIS VINIFERA LEAF DRIED EXTRACT,VITIS VINIFERA LEAF DRIED EXTRACT,,,False
201800870,알마프론정(리마프로스트알파덱스),LIMAPROST ALFADEX,LIMAPROST ALFADEX,,,False
201800891,그날엔딥24플라스타(디클로페낙나트륨),DICLOFENAC SODIUM,DICLOFENAC SODIUM,,DB00586,True
201800901,경북산업의료용산소,OXYGEN,OXYGEN,,DB09140,True
201800904,브릴러정90밀리그램(티카그렐러),TICAGRELOR,TICAGRELOR,,DB08816,True
201800907,명문미르타오디정30밀리그램(미르타자핀),MIRTAZAPINE,MIRTAZAPINE,,DB00370,True
201800909,경방오적산연조엑스(단미엑스혼합제),ATRACTYLODES RHIZOME SOFT EXTRACT (2.9~3.6→1),ATRACTYLODES RHIZOME SOFT EXTRACT,,,False
201800910,유니그릴씨알정(사르포그렐레이트염산염),SARPOGRELATE HYDROCHLORIDE,SARPOGRELATE HYDROCHLORIDE,,DB12163,True
201800911,콘티플러스연질캡슐,SODIUM CHONDROITIN SULFATE,SODIUM CHONDROITIN SULFATE,,,False
201800923,히알우로닉점안액0.18%(히알루론산나트륨)(1회용),SODIUM HYALURONATE,SODIUM HYALURONATE,,,False
201800924,플로리정250밀리그램(시프로플록사신염산염수화물),CIPROFLOXACIN HYDROCHLORIDE HYDRATE,CIPROFLOXACIN HYDROCHLORIDE HYDRATE,,,False
201800928,리리카캡슐25밀리그램(프레가발린),PREGABALIN,PREGABALIN,,DB00230,True
201800929,리리카캡슐50밀리그램(프레가발린),PREGABALIN,PREGABALIN,,DB00230,True
201800933,실리톤연질캡슐(밀크시슬열매건조엑스),MILK-THISTLE FRUIT DRIED EXTRACT,MILK-THISTLE FRUIT DRIED EXTRACT,,,False
201800935,프레가린캡슐300밀리그램(프레가발린),PREGABALIN,PREGABALIN,,DB00230,True
201800937,글리아트정(콜린알포세레이트),CHOLINE ALFOSCERATE,CHOLINE ALFOSCERATE,,DB04660,True
201800947,더치드정(알티옥트산트로메타민염),R-THIOCTIC ACID TROMETHAMINE,R-THIOCTIC ACID TROMETHAMINE,,,False
201800949,더모메디큐액,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,,DB00857,True
201800950,리포지엔알정480밀리그램(알티옥트산트로메타민염),R-THIOCTIC ACID TROMETHAMINE,R-THIOCTIC ACID TROMETHAMINE,,,False
201800964,나스타정50밀리그램(나프토피딜),NAFTOPIDIL,NAFTOPIDIL,,DB12092,True
201800968,코메타손나잘스프레이(모메타손푸로에이트),MOMETASONE FUROATE,MOMETASONE FUROATE,,DB14512,True
201800970,미녹시딜바이그루트액3%(미녹시딜),MINOXIDIL,MINOXIDIL,,DB00350,True
201800971,미녹시딜바이그루트액5%(미녹시딜),MINOXIDIL,MINOXIDIL,,DB00350,True
201800979,가티스정 ,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,,DB00863,True
201800980,키즈부스터비타츄어블정,RETINOL PALMITATE GRANULES,RETINOL PALMITATE GRANULES,,,False
201800992,클로메디정(클로피도그렐황산수소염),CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,,DB00758,True
201800994,카펜에스정,ACETAMINOPHEN,ACETAMINOPHEN,,DB00316,True
201800996,에피듀오포르테겔0.3%/2.5%(아다팔렌/과산화벤조일),ADAPALENE,ADAPALENE,,DB00210,True
201800997,제이더블유몬테루카스트정5밀리그램(몬테루카스트나트륨)(수출명:Montelukast Tablet 5mg)(수출용),MONTELUKAST SODIUM,MONTELUKAST SODIUM,,DB00471,True
201800998,제이더블유몬테루카스트정10밀리그램(몬테루카스트나트륨)(수출명:Montelukast Tablet 10mg)(수출용),MONTELUKAST SODIUM,MONTELUKAST SODIUM,,DB00471,True
201800999,타리어드정(베포타스틴베실산염),BEPOTASTINE BESYLATE,BEPOTASTINE BESYLATE,,DB04890,True
201801000,엔포르테액(L-아스파르트산-L-아르기닌수화물),L-ARGININE-L-ASPARTATE HYDRATE,L-ARGININE-L-ASPARTATE HYDRATE,,,False
201801001,쎄클래신정250밀리그램(클래리트로마이신) ,CLARITHROMYCIN,CLARITHROMYCIN,,DB01211,True
201801002,글리메프정4밀리그램(글리메피리드),GLIMEPIRIDE,GLIMEPIRIDE,,DB00222,True
201801003,메틸론정4mg(메틸프레드니솔론),METHYLPREDNISOLONE,METHYLPREDNISOLONE,,DB00959,True
201801005,엘리반정2.5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801006,엘리반정5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801009,스코테린플러스액(과아세트산액),PERACETIC ACID SOLUTION 0.21%,PERACETIC ACID SOLUTION 0.21%,,,False
201801010,이치논크림,HEPARINOID,HEPARINOID,,,False
201801011,소보민시럽,DIMENHYDRINATE,DIMENHYDRINATE,,DB00985,True
201801014,텔미온플러스정80/12.5밀리그램(수출용),TELMISARTAN,TELMISARTAN,,DB00966,True
201801015,클로미신정250밀리그램(클래리트로마이신),CLARITHROMYCIN,CLARITHROMYCIN,,DB01211,True
201801016,팜시온정(팜시클로비르),FAMCICLOVIR,FAMCICLOVIR,,DB00426,True
201801017,코스페낙정100밀리그램(아세클로페낙),ACECLOFENAC,ACECLOFENAC,,DB06736,True
201801018,휴티카정90밀리그램(티카그렐러),TICAGRELOR,TICAGRELOR,,DB08816,True
201801019,휴티카정60밀리그램(티카그렐러),TICAGRELOR,TICAGRELOR,,DB08816,True
201801020,셀로파정5밀리그램(올로파타딘염산염),OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,,DB00768,True
201801021,투수콜포르테연질캡슐,BELLADONNA TOTAL ALKALOID,BELLADONNA TOTAL ALKALOID,,,False
201801057,레보건정500밀리그램(레보플록사신수화물),LEVOFLOXACIN HYDRATE,LEVOFLOXACIN HYDRATE,,,False
201801065,"글라지아프리필드펜(인슐린글라진,유전자재조합)",INSULIN GLARGINE (RDNA),INSULIN GLARGINE,,DB00047,True
201801073,훼리큐캡슐,POLYSACCHARIDE IRON COMPLEX,POLYSACCHARIDE IRON COMPLEX,,,False
201801085,엘부틴정(트리메부틴말레산염),TRIMEBUTINE MALEATE,TRIMEBUTINE MALEATE,,DB09089,True
201801087,토피메드정(토피라메이트),TOPIRAMATE,TOPIRAMATE,,DB00273,True
201801088,통클리어연질캡슐(클로닉신리시네이트),CLONIXIN LYSINATE,CLONIXIN LYSINATE,,,False
201801089,탁센이브연질캡슐,IBUPROFEN,IBUPROFEN,,DB01050,True
201801101,뉴치옥트민정(알티옥트산트로메타민염),R-THIOCTIC ACID TROMETHAMINE,R-THIOCTIC ACID TROMETHAMINE,,,False
201801102,젠스펜정(록소프로펜나트륨수화물),LOXOPROFEN SODIUM HYDRATE,LOXOPROFEN SODIUM HYDRATE,,,False
201801110,그리멜정2mg(글리메피리드),GLIMEPIRIDE,GLIMEPIRIDE,,DB00222,True
201801111,록시트로정(록시트로마이신),ROXITHROMYCIN,ROXITHROMYCIN,,DB00778,True
201801116,이니바실루스산(바실루스리케니포르미스균),BACILLUS LICHENIFORMIS,BACILLUS LICHENIFORMIS,,,False
201801145,템페라연질캡슐,TOCOPHEROL ACETATE,TOCOPHEROL ACETATE,,DB14003,True
201801146,콜드패드정(수출용)(수출명 : Coldfed Tab.),CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,DB01114,True
201801152,토피스정25밀리그램(토피라메이트),TOPIRAMATE,TOPIRAMATE,,DB00273,True
201801153,토피스정100밀리그램(토피라메이트),TOPIRAMATE,TOPIRAMATE,,DB00273,True
201801154,코에타손점비액(모메타손푸로에이트),MOMETASONE FUROATE,MOMETASONE FUROATE,,DB14512,True
201801160,빅조인에프정,SODIUM CHONDROITIN SULFATE,SODIUM CHONDROITIN SULFATE,,,False
201801170,엘카틸정(엘카르니틴),L-CARNITINE,L-CARNITINE,,DB00583,True
201801175,뉴리탄정0.1밀리그램(데스모프레신아세트산염),DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,,DB00035,True
201801177,메가골드플러스정,SODIUM CHONDROITIN SULFATE,SODIUM CHONDROITIN SULFATE,,,False
201801178,파워콜코프연질캡슐,ACETAMINOPHEN,ACETAMINOPHEN,,DB00316,True
201801179,리버만프리미엄연질캡슐(밀크시슬열매건조엑스),MILK-THISTLE FRUIT DRIED EXTRACT,MILK-THISTLE FRUIT DRIED EXTRACT,,,False
201801180,제이더블유신약레보설피리드정(레보설피리드),LEVOSULPIRIDE,LEVOSULPIRIDE,,,False
201801194,유셉트오토인젝터주(에타너셉트),ETANERCEPT,ETANERCEPT,,DB00005,True
201801195,유셉트프리필드시린지주(에타너셉트) ,ETANERCEPT,ETANERCEPT,,DB00005,True
201801204,대흥의료용이산화탄소,CARBON DIOXIDE,CARBON DIOXIDE,,,False
201801210,세프세파주2그램(세프트리악손나트륨수화물),CEFTRIAXONE SODIUM HYDRATE,CEFTRIAXONE SODIUM HYDRATE,,,False
201801211,프레탑캡슐150밀리그램(프레가발린),PREGABALIN,PREGABALIN,,DB00230,True
201801224,엘러큐어정(에피나스틴염산염),EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,,DB00751,True
201801233,벨포로츄어블정(수크로제이철옥시수산화물),SUCROFERRIC OXYHYDROXIDE,SUCROFERRIC OXYHYDROXIDE,,,False
201801234,훼로드립정(트리메타지딘염산염)(수출용)(수출명:FERRODRIP.TAB),TRIMETAZIDINE HYDROCHLORIDE,TRIMETAZIDINE HYDROCHLORIDE,,DB09069,True
201801235,코러스레보세티리진염산염정(수출용),LEVOCETIRIZINE HYDROCHLORIDE,LEVOCETIRIZINE HYDROCHLORIDE,,DB06282,True
201801256,칼디쓰리플러스정,CALCIUM CITRATE HYDRATE,CALCIUM CITRATE HYDRATE,,,False
201801258,활명수-유액,CINNAMON BARK,CINNAMON BARK,,,False
201801261,더마플러스겔 (수출용),HEPARIN SODIUM,HEPARIN SODIUM,,DB01109,True
201801263,그린헥시딘브러쉬액(클로르헥시딘글루콘산염액),CHLORHEXIDINE GLUCONATE SOLUTION,CHLORHEXIDINE GLUCONATE SOLUTION,,,False
201801264,그린포비돈브러쉬액(포비돈요오드),POVIDONE IODINE,POVIDONE IODINE,,,False
201801266,웰마코연질캡슐(오메가-3-산에틸에스테르90),OMEGA-3-ACID ETHYL ESTERS 90,OMEGA-3-ACID ETHYL ESTERS 90,,,False
201801268,에스슬림정(방풍통성산),ANGELICA GIGAS ROOT,ANGELICA GIGAS ROOT,,,False
201801269,멕실렌캡슐(멕실레틴염산염),MEXILETINE HYDROCHLORIDE,MEXILETINE HYDROCHLORIDE,,DB00379,True
201801271,보령니트로푸란토인캡슐,NITROFURANTOIN,NITROFURANTOIN,,DB00698,True
201801272,삼아리도멕스크림0.15%(프레드니솔론발레로아세테이트),PREDNISOLONE VALEROACETATE,PREDNISOLONE VALEROACETATE,,,False
201801286,스토마큐정(반하사심탕),PINELLIA TUBER,PINELLIA TUBER,,,False
201801291,삼아치옥트카이랄정(알티옥트산트로메타민염),R-THIOCTIC ACID TROMETHAMINE,R-THIOCTIC ACID TROMETHAMINE,,,False
201801321,클라씨린네오건조시럽(아목시실린수화물·클라불란산칼륨(14:1)),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
201801322,목시클란정375mg(아목시실린-클라불란산칼륨),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
201801323,목시클란정625mg(아목시실린-클라불란산칼륨),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
201801324,국제피오글리타존정30밀리그램(피오글리타존염산염),PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,,DB01132,True
201801327,비엘글리메정2밀리그램(글리메피리드),GLIMEPIRIDE,GLIMEPIRIDE,,DB00222,True
201801328,모사그린정(모사프리드시트르산염수화물),MOSAPRIDE CITRATE DIHYDRATE,MOSAPRIDE CITRATE DIHYDRATE,,,False
201801331,카디렛정5/10밀리그램,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,,DB01076,True
201801332,카디렛정5/20밀리그램,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,,DB01076,True
201801335,알츠코린정(콜린알포세레이트),CHOLINE ALFOSCERATE,CHOLINE ALFOSCERATE,,DB04660,True
201801336,텔미큐어정80밀리그램(텔미사르탄),TELMISARTAN,TELMISARTAN,,DB00966,True
201801338,텔미큐어정40밀리그램(텔미사르탄),TELMISARTAN,TELMISARTAN,,DB00966,True
201801339,알록트론주(팔로노세트론염산염),PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,,DB00377,True
201801340,팔록시주(팔로노세트론염산염),PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,,DB00377,True
201801342,크레고정5밀리그램(로수바스타틴칼슘),ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,,DB01098,True
201801343,가네리버연질캡슐350mg(밀크시슬열매건조엑스),MILK-THISTLE FRUIT DRIED EXTRACT,MILK-THISTLE FRUIT DRIED EXTRACT,,,False
201801344,이니바실루스캡슐(바실루스리케니포르미스균),BACILLUS LICHENIFORMIS,BACILLUS LICHENIFORMIS,,,False
201801346,피오민메트정15/850밀리그램,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,,DB01132,True
201801352,헥시타놀2%스틱스왑액,ISOPROPANOL,ISOPROPANOL,,,False
201801353,우루리버정100mg(우르소데옥시콜산),URSODEOXYCHOLIC ACID,URSODEOXYCHOLIC ACID,,DB01586,True
201801355,액티진정,BENFOTIAMINE,BENFOTIAMINE,,DB00152,True
201801356,뉴스피린장용정100밀리그램(아스피린),ASPIRIN,ASPIRIN,,,False
201801363,셀록신정(록시트로마이신),ROXITHROMYCIN,ROXITHROMYCIN,,DB00778,True
201801366,디로칸캡슐150밀리그램(플루코나졸),FLUCONAZOLE,FLUCONAZOLE,,DB00196,True
201801367,심발세틴캡슐30밀리그램(둘록세틴염산염),DULOXETINE HYDROCHLORIDE ENTERIC-COATED GRANULES,DULOXETINE HYDROCHLORIDE ENTERIC-COATED GRANULES,,,False
201801368,심발세틴캡슐60밀리그램(둘록세틴염산염),DULOXETINE HYDROCHLORIDE ENTERIC-COATED GRANULES,DULOXETINE HYDROCHLORIDE ENTERIC-COATED GRANULES,,,False
201801369,베프정(베포타스틴베실산염),BEPOTASTINE BESYLATE,BEPOTASTINE BESYLATE,,DB04890,True
201801370,큐앤큐헥시딘스틱스왑액,CHLORHEXIDINE GLUCONATE SOLUTION,CHLORHEXIDINE GLUCONATE SOLUTION,,,False
201801373,미녹시딜바이그루트겔5%(미녹시딜),MINOXIDIL,MINOXIDIL,,DB00350,True
201801384,모멘틴정(메만틴염산염)(수출용),MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,,DB01043,True
201801385,보령헤모시스비엘액(탄산수소나트륨),SODIUM BICARBONATE,SODIUM BICARBONATE,,DB01390,True
201801386,알레드론정70mg(알렌드론산나트륨삼수화물),SODIUM ALENDRONATE TRIHYDRATE,SODIUM ALENDRONATE TRIHYDRATE,,,False
201801387,바스티아오디정5밀리그램(도네페질염산염수화물),DONEPEZIL HYDROCHLORIDE HYDRATE,DONEPEZIL HYDROCHLORIDE HYDRATE,,,False
201801388,쿠에타핀정50밀리그램(쿠에티아핀푸마르산염),QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,,DB01224,True
201801390,류펜프리플라스타(디클로페낙나트륨),DICLOFENAC SODIUM,DICLOFENAC SODIUM,,DB00586,True
201801391,텔카딘정80밀리그램(텔미사르탄),TELMISARTAN,TELMISARTAN,,DB00966,True
201801392,신신이트라코나졸정100밀리그램(이트라코나졸고체분산체),ITRACONAZOLE SOLID DISPERSIONS,ITRACONAZOLE SOLID DISPERSIONS,,,False
201801393,플로리진연질캡슐(세티리진염산염),CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,,DB00341,True
201801406,"듀피젠트프리필드주300밀리그램(두필루맙,유전자재조합)",DUPILUMAB,DUPILUMAB,,DB12159,True
201801415,에스시탐정5밀리그램(에스시탈로프람옥살산염),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,,,False
201801416,리퀴시아정2.5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801417,리퀴시아정5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801418,제스터정25밀리그램(토피라메이트),TOPIRAMATE,TOPIRAMATE,,DB00273,True
201801420,글리스타엠정,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,,DB00331,True
201801423,레가리버350연질캡슐(밀크시슬열매건조엑스),MILK-THISTLE FRUIT DRIED EXTRACT,MILK-THISTLE FRUIT DRIED EXTRACT,,,False
201801425,계안겔(수출용),DIPHENHYDRAMINE,DIPHENHYDRAMINE,,DB01075,True
201801427,맥시알록프리필드주(팔로노세트론염산염),PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,,DB00377,True
201801428,파세론주(팔로노세트론염산염),PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,,DB00377,True
201801429,바토루스캡슐(바실루스리케니포르미스균),BACILLUS LICHENIFORMIS,BACILLUS LICHENIFORMIS,,,False
201801430,이지페질정5밀리그램(도네페질염산염수화물),DONEPEZIL HYDROCHLORIDE HYDRATE,DONEPEZIL HYDROCHLORIDE HYDRATE,,,False
201801431,이지페질정10밀리그램(도네페질염산염수화물),DONEPEZIL HYDROCHLORIDE HYDRATE,DONEPEZIL HYDROCHLORIDE HYDRATE,,,False
201801432,와이셉트정5밀리그램(도네페질염산염일수화물),DONEPEZIL HYDROCHLORIDE MONOHYDRATE,DONEPEZIL HYDROCHLORIDE MONOHYDRATE,,,False
201801433,와이셉트정10밀리그램(도네페질염산염일수화물),DONEPEZIL HYDROCHLORIDE MONOHYDRATE,DONEPEZIL HYDROCHLORIDE MONOHYDRATE,,,False
201801437,유니팁정100밀리그램(이매티닙메실산염)(수출용),IMATINIB MESYLATE,IMATINIB MESYLATE,,DB00619,True
201801440,라베프롤정10밀리그램(라베프라졸나트륨),RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,,DB01129,True
201801441,보령헤모시스에이지엘액,SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
201801443,로페낙정(아세클로페낙),ACECLOFENAC,ACECLOFENAC,,DB06736,True
201801444,세로카바정5밀리그램(에스시탈로프람옥살산염),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,,,False
201801445,자암액(천왕보심단),REHMANNIAE RADIX RECENS,REHMANNIAE RADIX RECENS,,,False
201801459,리쥬베주(자하거추출물),HUMAN PLACENTA EXTRACT,HUMAN PLACENTA EXTRACT,,,False
201801462,제뉴원에스오메프라졸마그네슘이수화물정40mg(수출용),ESOMEPRAZOLE MAGNESIUM DIHYDRATE,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,,,False
201801463,제뉴원에스오메프라졸마그네슘이수화물정20mg(수출용),ESOMEPRAZOLE MAGNESIUM DIHYDRATE,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,,,False
201801483,테라텍트프리필드시린지주(인플루엔자분할백신)(수출용),"PURIFIED INFLUENZA VIRUS ANTIGEN A TYPE(SPLIT VIRION, INACTIVATED)[A",PURIFIED INFLUENZA VIRUS ANTIGEN A TYPE,,,False
201801484,바레톡크림(나프티핀염산염),NAFTIFINE HYDROCHLORIDE,NAFTIFINE HYDROCHLORIDE,,DB00735,True
201801487,에리사프리필드주4000IU(에포에틴알파)(수출용),EPOETIN ALPHA,EPOETIN ALPHA,,,False
201801488,에리사프리필드주2000IU(에포에틴알파)(수출용),EPOETIN ALPHA,EPOETIN ALPHA,,,False
201801490,가스콘액(시메티콘),SIMETHICONE,SIMETHICONE,,DB11074,True
201801491,코시바정20밀리그램(심바스타틴),SIMVASTATIN,SIMVASTATIN,,DB00641,True
201801493,크라멘틴정375mg (아목시실린-클라불란산칼륨),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
201801497,일양바이오알벤다졸정,ALBENDAZOLE,ALBENDAZOLE,,DB00518,True
201801498,레이디원연질캡슐,IBUPROFEN,IBUPROFEN,,DB01050,True
201801513,제이더블유몬테루카스트츄어블정5밀리그램(몬테루카스트나트륨)(수출명: Montelukast Chewable 5mg)(수출용),MONTELUKAST SODIUM,MONTELUKAST SODIUM,,DB00471,True
201801515,제오민주50단위(클로스트리디움보툴리눔독소A형(150kDa)),CLOSTRIDIUM BOTULINUM TOXIN TYPE A 150KDA (STARIN: HALL),CLOSTRIDIUM BOTULINUM TOXIN TYPE A 150KDA,,,False
201801516,비타월드정,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,DB00165,True
201801517,유한아픽사반정2.5mg(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801518,유한아픽사반정5mg(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801520,일양플루백신프리필드시린지주(인플루엔자분할백신)(수출용),"PURIFIED INFLUENZA VIRUS ANTIGEN A TYPE(SPLIT VIRION, INACTIVATED)[A",PURIFIED INFLUENZA VIRUS ANTIGEN A TYPE,,,False
201801521,스텔라라정맥주사(우스테키누맙),USTEKINUMAB,USTEKINUMAB,,DB05679,True
201801536,뉴클로파인정(클로피도그렐황산염),CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,,DB00758,True
201801538,파워콜노즈연질캡슐,ACETAMINOPHEN,ACETAMINOPHEN,,DB00316,True
201801540,비보티프캡슐(경구용장티푸스백신),"LIVE SALMONELLA TYPHOID TY21A STRAIN (STRAIN: SALMONELLA TYPHI TY21A, SUB HOST: SALMONELLA TYPHI TY2)",LIVE SALMONELLA TYPHOID TY21A STRAIN,,,False
201801542,써버쿨플라스타,DIPHENHYDRAMINE,DIPHENHYDRAMINE,,DB01075,True
201801543,헤파몬캡슐,BIPHENYL DIMETHYL DICARBOXYLATE,BIPHENYL DIMETHYL DICARBOXYLATE,,,False
201801544,한풍궁하탕연조엑스(단미엑스혼합제),CNIDIUM RHIZOME SOFT EXTRACT (3.0~3.7→1),CNIDIUM RHIZOME SOFT EXTRACT,,,False
201801546,더블엑스투카타플라스마,METHYL SALICYLATE,METHYL SALICYLATE,,DB09543,True
201801559,팔로논주(팔로노세트론염산염),PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,,DB00377,True
201801561,뮤트린캡슐200밀리그램(아세틸시스테인),ACETYLCYSTEINE,ACETYLCYSTEINE,,DB06151,True
201801563,리비탈렉스주(폴리데옥시리보뉴클레오티드나트륨),POLYDEOXYRIBONUCLEOTIDE SODIUM,POLYDEOXYRIBONUCLEOTIDE SODIUM,,,False
201801564,리비탈렉스프리필드주(폴리데옥시리보뉴클레오티드나트륨),POLYDEOXYRIBONUCLEOTIDE SODIUM,POLYDEOXYRIBONUCLEOTIDE SODIUM,,,False
201801580,넥티민캡슐1.5밀리그램(리바스티그민타르타르산염),RIVASTIGMINE TARTARATE,RIVASTIGMINE TARTARATE,,,False
201801583,신신리도카인카타플라스마4%(수출용),LIDOCAINE,LIDOCAINE,,DB00281,True
201801584,신신리바스티그민패취15,RIVASTIGMINE,RIVASTIGMINE,,DB00989,True
201801599,다나큐아크림,UREA,UREA,,DB03904,True
201801604,"트렘피어프리필드시린지주(구셀쿠맙,유전자재조합)",GUSELKUMAB,GUSELKUMAB,,DB11834,True
201801605,비엠트롬빈동결건조분말5000단위(트롬빈),THROMBIN,THROMBIN,,DB11300,True
201801608,휴펜텍카타플라스마(록소프로펜나트륨수화물),LOXOPROFEN SODIUM HYDRATE,LOXOPROFEN SODIUM HYDRATE,,,False
201801617,노이텍정,ETHYL AMINOBENZOATE,ETHYL AMINOBENZOATE,,,False
201801625,가바티론캡슐100밀리그램(가바펜틴),GABAPENTIN,GABAPENTIN,,DB00996,True
201801626,가바티론캡슐300밀리그램(가바펜틴),GABAPENTIN,GABAPENTIN,,DB00996,True
201801629,알티오트민정480밀리그램(알티옥트산트로메타민염),R-THIOCTIC ACID TROMETHAMINE,R-THIOCTIC ACID TROMETHAMINE,,,False
201801643,아픽큐정2.5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801644,아픽큐정5밀리그램(아픽사반),APIXABAN,APIXABAN,,DB06605,True
201801645,몬테리진츄정,MONTELUKAST SODIUM,MONTELUKAST SODIUM,,DB00471,True
201801647,스코싱글액(고농도과아세트산평형혼합물),HIGHLY CONCENTRATED BALANCED MIXTURE OF PERACETIC ACID,HIGHLY CONCENTRATED BALANCED MIXTURE OF PERACETIC ACID,,,False
